# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
5.500       6.0318579     0.089217731      0.99191564
5.500       6.1575216     0.084466952      0.99902168
5.500       6.2831853     0.080521433       1.0118622
5.500       6.4088490     0.080043726       1.0674257
5.500       6.5345127     0.076767291       1.0851408
5.500       6.6601764     0.072656564       1.0874325
5.500       6.7858401     0.070451277       1.1152443
5.500       6.9115038     0.067948895       1.1365023
5.500       7.0371675     0.066104687       1.1670681
5.500       7.1628313     0.064181035       1.1948988
5.500       7.2884950     0.062144741       1.2189565
5.500       7.4141587     0.059677341       1.2321550
5.500       7.5398224     0.058277940       1.2654873
5.500       7.6654861     0.056772027       1.2954592
5.500       7.7911498     0.054952799       1.3166330
5.500       7.9168135     0.053236055       1.3382195
5.500       8.0424772     0.051052857       1.3454260
5.500       8.2938046     0.047873000       1.3836374
5.500       8.5451320     0.046333305       1.4646028
5.500       8.7964594     0.044068463       1.5195741
5.500       9.0477868     0.040921580       1.5354997
5.500       9.2991143     0.039903878       1.6255866
5.500       9.5504417     0.036203596       1.5976893
5.500       9.8017691     0.035334569       1.6857123
5.500       10.053096     0.033563993       1.7276009
5.500       10.304424     0.032867323       1.8218211
5.500       10.555751     0.030448004       1.8142475
5.500       10.807079     0.028944059       1.8507793
5.500       11.058406     0.028771211       1.9710880
5.500       11.309734     0.026894801       1.9710412
5.500       11.561061     0.025558874       2.0008063
5.500       11.812388     0.024843524       2.0744196
5.500       12.063716     0.023628171       2.1015690
5.500       12.315043     0.022189755       2.0995711
5.500       12.566371     0.021478558       2.1592601
5.500       12.817698     0.021114303       2.2525639
5.500       13.069025     0.020130934       2.2764797
5.500       13.320353     0.019493692       2.3340575
5.500       13.571680     0.018517875       2.3451048
5.500       13.823008     0.017770749       2.3778455
5.500       14.074335     0.016944027       2.3931535
5.500       14.325663     0.016373980       2.4387578
5.500       14.576990     0.015622841       2.4515109
5.500       14.828317     0.015047057       2.4854066
5.500       15.079645     0.014857291       2.5809716
5.500       15.330972     0.014042504       2.5634444
5.500       15.582300     0.013544798       2.5961958
5.500       15.833627     0.013140524       2.6425557
5.500       16.084954     0.012597821       2.6559825
5.500       16.587609     0.011687489       2.7023578
5.500       17.090264     0.010832560       2.7393511
5.500       17.592919     0.010640813       2.9353423
5.500       18.095574    0.0099940777       3.0000607
5.500       18.598229    0.0092479739       3.0139191
5.500       19.100883    0.0088262754       3.1160764
5.500       19.603538    0.0087443408       3.3373421
5.500       20.106193    0.0080860779       3.3296434
5.500       20.608848    0.0080662896       3.5768869
5.500       21.111503    0.0080932224       3.8578840
5.500       21.614157    0.0078352109       4.0080754
5.500       22.116812    0.0075113619       4.1167694
5.500       22.619467    0.0077027254       4.5160816
5.500       23.122122    0.0077642760       4.8624403
5.500       23.624777    0.0073676869       4.9215801
5.500       24.127432    0.0073759880       5.2483615
5.500       24.630086    0.0075427452       5.7094924
5.500       25.132741    0.0072317930       5.8161530
5.500       25.635396    0.0072422969       6.1811129
5.500       26.138051    0.0071263876       6.4470241
5.500       26.640706    0.0070855946       6.7870920
5.500       27.143361    0.0069504959       7.0416899
5.500       27.646015    0.0068146064       7.2947207
5.500       28.148670    0.0068016542       7.6852580
5.500       28.651325    0.0063293744       7.5416292
5.500       29.153980    0.0064687771       8.1205602
5.500       29.656635    0.0063629591       8.4080443
5.500       30.159289    0.0062264770       8.6531845
5.500       30.661944    0.0061327863       8.9562696
5.500       31.164599    0.0060427095       9.2658788
5.500       31.667254    0.0057868261       9.3098334
5.500       32.169909    0.0055960981       9.4385453
5.500       33.175218    0.0053075686       9.8176433
5.500       34.180528    0.0049408994       9.9956854
5.500       35.185838    0.0046146763       10.183925
5.500       36.191147    0.0045493876       10.925222
5.500       37.196457    0.0042224691       11.008837
5.500       38.201767    0.0039230094       11.080005
5.500       39.207076    0.0034774498       10.617555
5.500       40.212386    0.0033245018       10.951569
5.500       41.217696    0.0032304009       11.459820
5.500       42.223005    0.0031630204       12.062010
5.500       43.228315    0.0028169902       11.528174
5.500       44.233625    0.0027520315       12.066498
5.500       45.238934    0.0025996497       12.193326
5.500       46.244244    0.0024415915       12.232531
5.500       47.249554    0.0023968735       12.808802
5.500       48.254863    0.0023459182       13.353847
5.500       49.260173    0.0021067435       12.757621
5.500       50.265482    0.0019592334       12.605672
5.500       51.270792    0.0020310076       13.867300
5.500       52.276102    0.0018897551       13.676828
5.500       53.281411    0.0018305125       14.027172
5.500       54.286721    0.0017202106       13.942245
5.500       55.292031    0.0015041302       12.880814
5.500       56.297340    0.0015038450       13.593678
5.500       57.302650    0.0015385822       14.666115
5.500       58.307960    0.0013798347       13.857372
5.500       59.313269    0.0013067658       13.814132
5.500       60.318579    0.0012213874       13.579288
5.500       61.323889    0.0012975770       15.159764
5.500       62.329198    0.0011860067       14.548963
5.500       63.334508    0.0012276080       15.799785
5.500       64.339818   0.00097008837       13.089439
5.500       66.350437    0.0011990028       17.742786
5.500       68.361056   0.00088107201       14.259620
5.500       70.371675   0.00088996606       15.712214
5.500       72.382295   0.00066535315       12.782609
5.500       74.392914   0.00079728358       16.629446
5.500       76.403533   0.00067927669       15.348195
5.500       78.414153   0.00061206499       14.950343
5.500       80.424772   0.00070648719       18.618473
5.500       82.435391   0.00043955371       12.474505
5.500       84.446011   0.00059069216       18.020585
5.500       86.456630   0.00042168645       13.805585
5.500       88.467249   0.00038072768       13.354643
5.500       90.477868   0.00038866109       14.583723
5.500       92.488488   0.00050824594       20.370759
5.500       94.499107   0.00024060923       10.286453
5.500       96.509726   0.00031986357       14.566268
5.500       98.520346   0.00024919849       12.072395
5.500       100.53096   0.00037268026       19.182544
5.500       102.54158   0.00016911814       9.2376293
5.500       104.55220   0.00018266531       10.576109
5.500       106.56282   0.00020994603       12.870490
5.500       108.57344   0.00022442833       14.551868
5.500       110.58406   0.00021860902       14.976694
5.500       112.59468   0.00013439404       9.7186041
5.500       114.60530   0.00018706172       14.264919
5.500       116.61592   0.00018027099       14.483370
5.500       118.62654   0.00020347233       17.207635
5.500       120.63716   0.00012496758       11.115037
5.500       122.64778   0.00012667970       11.840126
5.500       124.65840   5.5725057e-05       5.4687163
5.500       126.66902   8.4110098e-05       8.6602332
5.500       128.67964   8.6935167e-05       9.3841559
5.500       132.70087   9.8526498e-05       11.663923
5.500       136.72211  -5.5609628e-05      -7.2000668
5.500       140.74335   0.00016138099       22.793252
5.500       144.76459   2.7154811e-05       4.1735352
5.500       148.78583   0.00010440953       17.421883
5.500       152.80707   0.00025108134       45.385279
5.500       156.82831  -2.1513243e-05      -4.2038720
5.500       160.84954   1.9273264e-05       4.0633575
5.500       164.87078   9.1367234e-05       20.743968
5.500       168.89202   0.00010526934       25.692098
5.500       172.91326   0.00012851543       33.659714
5.500       176.93450   3.8211627e-05       10.722680
5.500       180.95574  -5.0365891e-05      -15.119027
5.500       184.97698  -2.9781307e-05      -9.5492008
5.500       188.99821   2.6272486e-05       8.9855472
5.500       193.01945   6.9677829e-05       25.384470
5.500       197.04069  -8.6370284e-05      -33.473596
5.500       201.06193   5.4413211e-05       22.405991
5.500       205.08317   5.1345076e-05       22.436707
5.500       209.10441  -8.0225889e-05      -37.159884
5.500       213.12565   3.7487733e-05       18.385124
5.500       217.14688   4.4871052e-05       23.275409
5.500       221.16812   1.5453799e-05       8.4697993
5.500       225.18936   3.9940506e-05       23.106141
5.500       229.21060   2.6025953e-05       15.877459
5.500       233.23184  -1.9039370e-05      -12.237320
5.500       237.25308   6.8939253e-05       46.641488
5.500       241.27432  -9.5042550e-06      -6.7627233
5.500       245.29555   3.2498781e-05       24.300005
5.500       249.31679  -6.4505049e-05      -50.642899
5.500       253.33803   2.6799743e-05       22.075069
5.500       257.35927   6.0304044e-05       52.075823
5.500       265.40175  -4.6396247e-05      -43.940444
5.500       273.44422  -0.00018275683      -189.29979
5.500       281.48670  -5.3877729e-05      -60.876992
5.500       289.52918  -7.9599195e-05      -97.871434
5.500       297.57166  -4.1717718e-05      -55.688497
5.500       305.61413   2.7238501e-05       39.388892
5.500       313.65661  -4.7633831e-05      -74.464471
5.500       321.69909   3.0154840e-05       50.860050
5.500       329.74156   1.6074242e-05       29.195898
5.500       337.78404   0.00019195180       374.78296
5.500       345.82652   3.3221605e-05       69.609058
5.500       353.86900   0.00011075101       248.62539
5.500       361.91147  -3.0013443e-05      -72.076408
5.500       369.95395  -6.0872876e-05      -156.14824
5.500       377.99643   5.6842173e-05       155.52636
5.500       386.03891  -7.7042026e-05      -224.53869
5.500       394.08138   8.8220837e-05       273.52636
5.500       402.12386   2.7154037e-05       89.450791
